Time Stamp,ID,Extended,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
000001020,00000254,false,0,8,FF,7F,FF,7F,FF,7F,FF,7F
000001021,00000258,false,0,2,44,44,00,00,00,00,00,00
000001022,000002C4,false,0,8,00,00,FF,00,C8,64,FF,CF
000001023,000000A5,false,0,8,E9,F0,FF,F7,7F,00,00,C1
000001024,000000D9,false,0,8,4D,F0,00,10,00,F0,7F,C8
000001025,000000AC,false,0,2,00,F0,00,00,00,00,00,00
000001026,000000F3,false,0,8,8B,00,00,FF,F0,C0,FF,FF
000001027,00000304,false,0,6,FF,FF,BE,37,FF,FF,00,00
000001028,00000100,false,0,8,0C,FC,7F,C0,5D,66,87,70
000001029,00000206,false,0,8,0F,20,5C,FF,FF,FF,FF,FF
000001030,00000201,false,0,8,8E,4F,8E,4F,FF,FF,FF,FF
000001031,00000199,false,0,6,FF,FF,AF,7E,FF,3F,00,00
000001032,0000019A,false,0,6,FF,FF,95,7E,FF,3F,00,00
000001033,000000EF,false,0,8,B4,FE,00,7D,21,FE,7C,FF
000001034,0000019F,false,0,6,FF,FF,E9,7F,FF,2F,00,00
000001035,00000254,false,0,8,FF,7F,FF,7F,FF,7F,FF,7F
000001036,000001A1,false,0,5,E0,C3,00,00,8A,00,00,00
000001037,00000258,false,0,2,44,44,00,00,00,00,00,00
000001038,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001039,000000C0,false,0,2,F2,40,00,00,00,00,00,00
000001040,0000003C,false,0,8,FF,5F,00,00,00,00,FF,FF
000001041,00000100,false,0,8,51,FD,7F,C0,5D,66,87,70
000001042,000002A7,false,0,5,7A,FE,FE,FF,14,00,00,00
000001043,0000015F,false,0,8,42,F0,00,7D,00,EE,00,7D
000001044,0000012F,false,0,8,DD,2B,86,1C,F1,35,30,00
000001045,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001046,00000197,false,0,4,89,00,0E,C0,00,00,00,00
000001047,000000A5,false,0,8,B4,F1,FF,F7,7F,00,00,C1
000001048,000000AC,false,0,2,00,F0,00,00,00,00,00,00
000001049,000000D9,false,0,8,10,F1,00,10,00,F0,7F,C8
000001050,000000F3,false,0,8,D6,01,00,FF,F0,C0,FF,FF
000001051,00000100,false,0,8,B6,FE,7F,C0,5D,66,87,70
000001052,00000510,false,0,8,40,10,20,00,00,00,00,00
000001053,00000199,false,0,6,FF,FF,9B,7E,FF,3F,00,00
000001054,0000019A,false,0,6,FF,FF,81,7E,FF,3F,00,00
000001055,000000EF,false,0,8,B5,F0,00,7D,21,FE,7C,FF
000001056,0000019F,false,0,6,FF,FF,04,80,FF,2F,00,00
000001057,00000254,false,0,8,FF,7F,FF,7F,FF,7F,FF,7F
000001058,000001A1,false,0,5,89,C5,00,00,8A,00,00,00
000001059,00000258,false,0,2,44,44,00,00,00,00,00,00
000001060,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001061,000000A9,false,0,8,C0,78,00,90,F1,00,00,FF
000001062,00000302,false,0,7,FF,FF,FF,7F,FC,FF,FF,00
000001063,00000100,false,0,8,B7,F0,7F,C0,5D,66,87,70
000001064,000001AE,false,0,2,F7,FF,00,00,00,00,00,00
000001065,0000015F,false,0,8,1F,F1,00,7D,00,EE,00,7D
000001066,000005E1,false,0,8,40,2B,01,29,FF,FF,FF,FF
000001067,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001068,000002A1,false,0,5,80,58,02,00,F0,00,00,00
000001069,00000314,false,0,3,11,02,FF,00,00,00,00,00
000001070,000000A5,false,0,8,53,F2,FF,F7,7F,00,00,C1
000001071,000000AC,false,0,2,00,F0,00,00,00,00,00,00
000001072,000000D9,false,0,8,F7,F2,00,10,00,F0,7F,C8
000001073,000000F3,false,0,8,31,02,00,FF,F0,C0,FF,FF
000001074,00000100,false,0,8,EA,F1,7F,C0,5D,66,87,70
000001075,000002E8,false,0,8,C0,18,C5,FF,FF,F4,F7,F7
000001076,000002BB,false,0,5,07,F7,00,00,F2,00,00,00
000001077,000003FD,false,0,5,40,07,00,00,FF,00,00,00
000001078,00000108,false,0,8,00,7D,FF,FF,07,F1,FF,FF
000001079,00000206,false,0,8,52,21,5C,FF,FF,FF,FF,FF
000001080,00000212,false,0,8,F8,F8,F9,FF,FF,FF,FF,FF
000001081,000002DB,false,0,8,FF,FF,FF,FF,BF,FF,FF,FF
000001082,000002F1,false,0,8,B4,0F,00,00,00,00,00,A0
000001083,00000199,false,0,6,FF,FF,C3,7E,FF,3F,00,00
000001084,000000EF,false,0,8,E8,F1,00,7D,21,FE,7C,FF
000001085,0000019A,false,0,6,FF,FF,81,7E,FF,3F,00,00
000001086,0000019F,false,0,6,FF,FF,00,80,FF,2F,00,00
000001087,000001A1,false,0,5,AE,C7,00,00,8A,00,00,00
000001088,00000254,false,0,8,FF,7F,FF,7F,FF,7F,FF,7F
000001089,00000258,false,0,2,44,44,00,00,00,00,00,00
000001090,0000032B,false,0,8,FF,FF,FF,FF,FF,FF,00,FF
000001091,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001092,00000331,false,0,8,FF,FF,FF,EF,7F,FE,F7,FF
000001093,000003E9,false,0,8,08,52,00,00,00,00,00,00
000001094,00000197,false,0,4,06,01,0E,C0,00,00,00,00
000001095,00000100,false,0,8,0D,F2,7F,C0,5D,66,87,70
000001096,0000036E,false,0,5,55,F8,FE,FF,14,00,00,00
000001097,00000201,false,0,8,99,4F,99,4F,FF,FF,FF,FF
000001098,0000015F,false,0,8,F8,F2,00,7D,00,EE,00,7D
000001099,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001100,000002B0,false,0,6,43,4D,05,C8,FF,FF,00,00
000001101,00000301,false,0,7,FF,FF,FF,7F,FF,FF,CF,00
000001102,000000A5,false,0,8,0E,F3,FF,F7,7F,00,00,C1
000001103,000000AC,false,0,2,00,F0,00,00,00,00,00,00
000001104,000000D9,false,0,8,AA,F3,00,10,00,F0,7F,C8
000001105,000000F3,false,0,8,6C,03,00,FF,F0,C0,FF,FF
000001106,00000100,false,0,8,50,F3,7F,C0,5D,66,87,70
000001107,00000163,false,0,8,FF,FF,0E,25,FF,FF,FF,FF
000001108,00000173,false,0,8,DC,F3,00,0E,30,00,DE,10
000001109,000000EF,false,0,8,0F,F2,00,7D,21,FE,7C,FF
000001110,00000199,false,0,6,FF,FF,91,7E,FF,3F,00,00
000001111,0000019A,false,0,6,FF,FF,95,7E,FF,3F,00,00
000001112,0000019F,false,0,6,FF,FF,09,80,FF,2F,00,00
000001113,000001A1,false,0,5,5B,C9,00,00,8A,00,00,00
000001114,00000254,false,0,8,FF,7F,FF,7F,FF,7F,FF,7F
000001115,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001116,00000258,false,0,2,44,44,00,00,00,00,00,00
000001117,000002C5,false,0,7,D2,F0,00,20,06,20,CA,00
000001118,00000302,false,0,7,FF,FF,FF,7F,FC,FF,FF,00
000001119,00000100,false,0,8,DE,F4,7F,C0,5D,66,87,70
000001120,000002F0,false,0,3,35,DD,F0,00,00,00,00,00
000001121,000002F9,false,0,7,00,00,00,08,7E,C0,F3,00
000001122,0000015F,false,0,8,A5,F3,00,7D,00,EE,00,7D
000001123,000001E1,false,0,6,4E,F5,04,FF,FF,FF,00,00
000001124,00000112,false,0,8,FB,1F,C6,0E,3A,72,85,5F
000001125,00000197,false,0,4,8A,02,0E,C0,00,00,00,00
000001126,000000A5,false,0,8,80,F4,FF,F7,7F,00,00,C1
000001127,000000AC,false,0,2,00,F0,00,00,00,00,00,00
000001128,000000D9,false,0,8,24,F4,00,10,00,F0,7F,C8
000001129,000000F3,false,0,8,E2,04,00,FF,F0,C0,FF,FF
000001130,00000100,false,0,8,83,F5,7F,C0,5D,66,87,70
000001131,00000206,false,0,8,B5,22,5C,FF,FF,FF,FF,FF
000001132,00000199,false,0,6,FF,FF,CD,7E,FF,3F,00,00
000001133,0000019A,false,0,6,FF,FF,81,7E,FF,3F,00,00
000001134,000000EF,false,0,8,52,F3,00,7D,21,FE,7C,FF
000001135,0000019F,false,0,6,FF,FF,09,80,FF,2F,00,00
000001136,00000254,false,0,8,FF,7F,FF,7F,FF,7F,FF,7F
000001137,000001A1,false,0,5,7C,CB,00,00,8A,00,00,00
000001138,00000258,false,0,2,44,44,00,00,00,00,00,00
000001139,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001140,00000239,false,0,8,81,93,2A,69,01,FF,FF,FF
000001141,0000051A,false,0,8,00,00,00,00,50,00,00,1A
000001142,00000100,false,0,8,64,F6,7F,C0,5D,66,87,70
000001143,000002A7,false,0,5,8F,F0,FE,FF,14,00,00,00
000001144,000007BD,false,0,8,00,00,00,C0,FF,C0,01,00
000001145,000007BE,false,0,8,0C,41,04,68,00,00,00,00
000001146,0000015F,false,0,8,2B,F4,00,7D,00,EE,00,7D
000001147,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001148,000002E8,false,0,8,C0,18,C5,FF,FF,F4,FE,02
000001149,000002BB,false,0,5,D4,F2,00,00,F2,00,00,00
000001150,000003CA,false,0,8,93,B0,21,0A,0A,31,FF,FF
000001151,000007BE,false,0,8,07,04,00,62,06,67,00,00
000001152,000003FD,false,0,5,41,0E,00,00,FF,00,00,00
000001153,00000108,false,0,8,00,7D,FF,FF,07,F1,FF,FF
000001154,00000212,false,0,8,2A,F0,F9,FF,FF,FF,FF,FF
000001155,000002DB,false,0,8,FF,FF,FF,FF,BF,FF,FF,FF
000001156,000002F1,false,0,8,B4,0F,00,00,00,00,00,A0
000001157,00000199,false,0,6,FF,FF,B9,7E,FF,3F,00,00
000001158,0000019A,false,0,6,FF,FF,8B,7E,FF,3F,00,00
000001159,000000EF,false,0,8,63,F6,00,7D,21,F8,7C,FF
000001160,0000019F,false,0,6,FF,FF,F4,7F,FF,2F,00,00
000001161,00000254,false,0,8,FF,7F,FF,7F,FF,7F,FF,7F
000001162,000001A1,false,0,5,7D,C2,00,00,8A,00,00,00
000001163,00000258,false,0,2,44,44,00,00,00,00,00,00
000001164,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001165,00000432,false,0,8,4C,ED,10,B1,8A,FF,00,FF
000001166,00000349,false,0,5,FE,FF,F4,1A,00,00,00,00
000001167,00000302,false,0,7,FF,FF,FF,7F,FC,FF,FF,00
000001168,00000100,false,0,8,0C,FC,7F,C0,5D,66,87,70
000001169,00000201,false,0,8,39,50,39,50,FF,FF,FF,FF
000001170,0000015F,false,0,8,CC,F7,00,7D,00,EE,00,7D
000001171,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001172,000002B0,false,0,6,42,4D,05,C8,FF,FF,00,00
000001173,000000A5,false,0,8,3B,F8,FF,F7,7F,00,00,C1
000001174,000000AC,false,0,2,00,F0,00,00,00,00,00,00
000001175,000000D9,false,0,8,9F,F8,00,10,00,F0,7F,C8
000001176,000000F3,false,0,8,59,08,00,FF,F0,C0,FF,FF
000001177,00000100,false,0,8,51,FD,7F,C0,5D,66,87,70
000001178,00000206,false,0,8,66,24,5C,FF,FF,FF,FF,FF
000001179,00000163,false,0,8,FF,FF,0E,25,FF,FF,FF,FF
000001180,00000173,false,0,8,DD,FD,00,0E,30,00,DE,10
000001181,000000EF,false,0,8,3B,F7,00,7D,21,FE,7C,FF
000001182,00000199,false,0,6,FF,FF,C3,7E,FF,3F,00,00
000001183,0000019A,false,0,6,FF,FF,77,7E,FF,3F,00,00
000001184,0000019F,false,0,6,FF,FF,0B,80,FF,2F,00,00
000001185,000001A1,false,0,5,14,C4,00,00,8A,00,00,00
000001186,00000254,false,0,8,FF,7F,FF,7F,FF,7F,FF,7F
000001187,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001188,00000258,false,0,2,44,44,00,00,00,00,00,00
000001189,000002C5,false,0,7,1D,F7,00,20,06,20,CA,00
000001190,00000197,false,0,4,86,0A,0E,C0,00,00,00,01
000001191,00000100,false,0,8,B6,FE,7F,C0,5D,66,87,70
000001192,0000036F,false,0,5,49,FD,FE,FF,14,00,00,00
000001193,0000015F,false,0,8,90,F8,00,7D,00,EE,00,7D
000001194,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001195,000000A5,false,0,8,66,F9,FF,F7,7F,00,00,C1
000001196,000000AC,false,0,2,00,F0,00,00,00,00,00,00
000001197,000000D9,false,0,8,C2,F9,00,10,00,F0,7F,C8
000001198,000000F3,false,0,8,04,09,00,FF,F0,C0,FF,FF
000001199,00000100,false,0,8,B7,F0,7F,C0,5D,66,87,70
000001200,00000199,false,0,6,FF,FF,AF,7E,FF,3F,00,00
000001201,0000019A,false,0,6,FF,FF,81,7E,FF,3F,00,00
000001202,000000EF,false,0,8,67,F8,00,7D,21,FE,7C,FF
000001203,0000019F,false,0,6,FF,FF,FD,7F,FF,2F,00,00
000001204,00000254,false,0,8,FF,7F,FF,7F,FF,7F,FF,7F
000001205,000001A1,false,0,5,33,C6,00,00,8A,00,00,00
000001206,00000258,false,0,2,44,44,00,00,00,00,00,00
000001207,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001208,000002A6,false,0,2,00,AA,00,00,00,00,00,00
000001209,00000302,false,0,7,FF,FF,FF,7F,FC,FF,FF,00
000001210,00000100,false,0,8,EA,F1,7F,C0,5D,66,87,70
000001211,000007BD,false,0,8,00,00,00,C0,FF,C0,01,00
000001212,000007BE,false,0,8,05,00,00,00,00,00,00,E0
000001213,0000015F,false,0,8,CD,F9,00,7D,00,EE,00,7D
000001214,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001215,000002F5,false,0,8,71,0F,60,29,22,0A,06,10
000001216,00000197,false,0,4,09,0B,0E,C0,00,00,00,00
000001217,000002C4,false,0,8,00,00,FF,00,C8,64,FF,CF
000001218,000000A5,false,0,8,81,FA,FF,F7,7F,00,00,C1
000001219,000000D9,false,0,8,25,FA,00,10,00,F0,7F,C8
000001220,000000AC,false,0,2,00,F0,00,00,00,00,00,00
000001221,000000F3,false,0,8,E3,0A,00,FF,F0,C0,FF,FF
000001222,00000304,false,0,6,FF,FF,BF,37,FF,FF,00,00
000001223,00000100,false,0,8,0D,F2,7F,C0,5D,66,87,70
000001224,00000206,false,0,8,3B,25,5C,FF,FF,FF,FF,FF
000001225,00000201,false,0,8,44,50,44,50,FF,FF,FF,FF
000001226,00000199,false,0,6,FF,FF,AF,7E,FF,3F,00,00
000001227,0000019A,false,0,6,FF,FF,81,7E,FF,3F,00,00
000001228,000000EF,false,0,8,3A,F9,00,7D,21,FE,7C,FF
000001229,0000019F,false,0,6,FF,FF,FE,7F,FF,2F,00,00
000001230,00000254,false,0,8,FF,7F,FF,7F,FF,7F,FF,7F
000001231,000001A1,false,0,5,C6,C8,00,00,8A,00,00,00
000001232,00000258,false,0,2,44,44,00,00,00,00,00,00
000001233,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001234,000000C0,false,0,2,F6,40,00,00,00,00,00,00
000001235,0000003C,false,0,8,FF,5F,00,00,00,00,FF,FF
000001236,00000100,false,0,8,50,F3,7F,C0,5D,66,87,70
000001237,000002A7,false,0,5,8E,F9,FE,FF,14,00,00,00
000001238,0000015F,false,0,8,2A,FA,00,7D,00,EE,00,7D
000001239,0000012F,false,0,8,81,24,86,1C,F1,35,30,00
000001240,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001241,000000A5,false,0,8,DC,FB,FF,F7,7F,00,00,C1
000001242,000000AC,false,0,2,00,F0,00,00,00,00,00,00
000001243,000000D9,false,0,8,78,FB,00,10,00,F0,7F,C8
000001244,000000F3,false,0,8,BE,0B,00,FF,F0,C0,FF,FF
000001245,00000100,false,0,8,DE,F4,7F,C0,5D,66,87,70
000001246,00000199,false,0,6,FF,FF,C3,7E,FF,3F,00,00
000001247,0000019A,false,0,6,FF,FF,81,7E,FF,3F,00,00
000001248,000000EF,false,0,8,DD,FA,00,7D,21,FE,7C,FF
000001249,0000019F,false,0,6,FF,FF,03,80,FF,2F,00,00
000001250,00000254,false,0,8,FF,7F,FF,7F,FF,7F,FF,7F
000001251,000001A1,false,0,5,E1,CA,00,00,8A,00,00,00
000001252,00000258,false,0,2,44,44,00,00,00,00,00,00
000001253,000000A9,false,0,8,B0,78,00,90,F1,00,00,FF
000001254,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001255,00000197,false,0,4,83,0C,0E,C0,00,00,00,00
000001256,00000302,false,0,7,FF,FF,FF,7F,FC,FF,FF,00
000001257,00000100,false,0,8,83,F5,7F,C0,5D,66,87,70
000001258,000001AE,false,0,2,F7,FF,00,00,00,00,00,00
000001259,0000015F,false,0,8,77,FB,00,7D,00,EE,00,7D
000001260,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001261,000002A1,false,0,5,80,58,02,00,F0,00,00,00
000001262,00000314,false,0,3,11,02,FF,00,00,00,00,00
000001263,000000A5,false,0,8,52,FC,FF,F7,7F,00,00,C1
000001264,000000AC,false,0,2,00,F0,00,00,00,00,00,00
000001265,000000D9,false,0,8,F6,FC,00,10,00,F0,7F,C8
000001266,000000F3,false,0,8,30,0C,00,FF,F0,C0,FF,FF
000001267,00000100,false,0,8,64,F6,7F,C0,5D,66,87,70
000001268,000002E8,false,0,8,C0,18,C5,FF,FF,F4,F0,A4
000001269,000002BB,false,0,5,21,FC,00,00,F2,00,00,00
000001270,000007BE,false,0,8,00,C0,FA,1C,02,00,00,00
000001271,000003FD,false,0,5,B4,00,00,00,FF,00,00,00
000001272,00000108,false,0,8,00,7D,FF,FF,07,F1,FF,FF
000001273,00000206,false,0,8,DC,26,5C,FF,FF,FF,FF,FF
000001274,00000206,false,0,8,81,27,5C,FF,FF,FF,FF,FF
000001275,00000199,false,0,6,FF,FF,C3,7E,FF,3F,00,00
000001276,0000019A,false,0,6,FF,FF,8B,7E,FF,3F,00,00
000001277,000000EF,false,0,8,53,FD,00,7D,21,FE,7C,FF
000001278,0000019F,false,0,6,FF,FF,FB,7F,FF,2F,00,00
000001279,00000254,false,0,8,FF,7F,FF,7F,FF,7F,FF,7F
000001280,000001A1,false,0,5,C7,C1,00,00,8A,00,00,00
000001281,00000258,false,0,2,44,44,00,00,00,00,00,00
000001282,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001283,00000239,false,0,8,31,89,2A,69,01,FF,FF,FF
000001284,00000197,false,0,4,8F,04,0E,C0,00,00,00,00
000001285,00000100,false,0,8,82,FB,7F,C0,5D,66,87,70
000001286,0000036E,false,0,5,EE,F2,FE,FF,14,00,00,00
000001287,000007BD,false,0,8,00,00,00,C0,FF,C0,01,00
000001288,0000015F,false,0,8,43,FE,00,7D,00,EE,00,7D
000001289,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001290,000002F5,false,0,8,70,0F,60,29,22,0A,06,10
000001291,000002C4,false,0,8,00,00,FF,00,C8,64,FF,CF
000001292,000000A5,false,0,8,E9,F0,FF,F7,7F,00,00,C1
000001293,000000AC,false,0,2,00,F0,00,00,00,00,00,00
000001294,000000D9,false,0,8,4D,F0,00,10,00,F0,7F,C8
000001295,000000F3,false,0,8,8B,00,00,FF,F0,C0,FF,FF
000001296,00000337,false,0,2,FF,FF,00,00,00,00,00,00
000001297,00000100,false,0,8,0C,FC,7F,C0,5D,66,87,70
000001298,000003B4,false,0,8,00,FF,30,F0,98,FF,00,00
000001299,00000201,false,0,8,E3,50,E3,50,FF,FF,FF,FF
000001300,00000199,false,0,6,FF,FF,C3,7E,FF,3F,00,00
000001301,0000019A,false,0,6,FF,FF,8B,7E,FF,3F,00,00
000001302,000000EF,false,0,8,B4,FE,00,7D,21,FE,7C,FF
000001303,0000019F,false,0,6,FF,FF,FA,7F,FF,2F,00,00
000001304,00000254,false,0,8,FF,7F,FF,7F,FF,7F,FF,7F
000001305,000001A1,false,0,5,E0,C3,00,00,8A,00,00,00
000001306,00000258,false,0,2,44,44,00,00,00,00,00,00
000001307,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001308,0000003C,false,0,8,FF,5F,00,00,00,00,FF,FF
000001309,00000302,false,0,7,FF,FF,FF,7F,FC,FF,FF,00
000001310,00000100,false,0,8,51,FD,7F,C0,5D,66,87,70
000001311,000003A7,false,0,7,DA,F9,00,00,1F,11,F0,00
000001312,000003E6,false,0,2,82,00,00,00,00,00,00,00
000001313,0000015F,false,0,8,42,F0,00,7D,00,EE,00,7D
000001314,0000012F,false,0,8,DD,2B,86,1C,F1,35,30,00
000001315,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001316,00000197,false,0,4,00,05,0E,C0,00,00,00,00
000001317,000000A5,false,0,8,B4,F1,FF,F7,7F,00,00,C1
000001318,000000AC,false,0,2,00,F0,00,00,00,00,00,00
000001319,000000D9,false,0,8,10,F1,00,10,00,F0,7F,C8
000001320,000000F3,false,0,8,D6,01,00,FF,F0,C0,FF,FF
000001321,00000100,false,0,8,B6,FE,7F,C0,5D,66,87,70
000001322,00000297,false,0,7,FB,EE,F0,FC,F2,92,EA,00
000001323,00000206,false,0,8,DD,28,5C,FF,FF,FF,FF,FF
000001324,00000199,false,0,6,FF,FF,A5,7E,FF,3F,00,00
000001325,0000019A,false,0,6,FF,FF,77,7E,FF,3F,00,00
000001326,000000EF,false,0,8,B5,F0,00,7D,21,FE,7C,FF
000001327,0000019F,false,0,6,FF,FF,F1,7F,FF,2F,00,00
000001328,00000254,false,0,8,FF,7F,FF,7F,FF,7F,FF,7F
000001329,000001A1,false,0,5,89,C5,00,00,8A,00,00,00
000001330,00000258,false,0,2,44,44,00,00,00,00,00,00
000001331,000000A9,false,0,8,C0,78,00,90,F1,00,00,FF
000001332,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001333,00000100,false,0,8,B7,F0,7F,C0,5D,66,87,70
000001334,000002A7,false,0,5,35,F3,FE,FF,14,00,00,00
000001335,000001AE,false,0,2,F7,FF,00,00,00,00,00,00
000001336,0000015F,false,0,8,1F,F1,00,7D,00,EE,00,7D
000001337,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001338,000002A1,false,0,5,80,58,02,00,F0,00,00,00
000001339,00000431,false,0,8,CA,FF,FF,FF,FF,7C,F3,4B
000001340,000000A5,false,0,8,53,F2,FF,F7,7F,00,00,C1
000001341,000000AC,false,0,2,00,F0,00,00,00,00,00,00
000001342,000000D9,false,0,8,F7,F2,00,10,00,F0,7F,C8
000001343,000000F3,false,0,8,31,02,00,FF,F0,C0,FF,FF
000001344,00000272,false,0,8,6F,FC,01,11,FF,FF,FF,FF
000001345,00000100,false,0,8,EA,F1,7F,C0,5D,66,87,70
000001346,00000390,false,0,4,00,00,00,00,00,00,00,00
000001347,000002E8,false,0,8,C0,18,C5,FF,FF,F4,F7,F7
000001348,000002BB,false,0,5,07,F7,00,00,F2,00,00,00
000001349,000003FD,false,0,5,40,07,00,00,FF,00,00,00
000001350,00000108,false,0,8,00,7D,FF,FF,07,F1,FF,FF
000001351,00000212,false,0,8,F8,F8,F9,FF,FF,FF,FF,FF
000001352,000002DB,false,0,8,FF,FF,FF,FF,BF,FF,FF,FF
000001353,000002F1,false,0,8,B3,0F,00,00,00,00,00,A0
000001354,00000199,false,0,6,FF,FF,B9,7E,FF,3F,00,00
000001355,0000019A,false,0,6,FF,FF,6D,7E,FF,3F,00,00
000001356,000000EF,false,0,8,E8,F1,00,7D,21,FE,7C,FF
000001357,0000019F,false,0,6,FF,FF,FF,7F,FF,2F,00,00
000001358,00000254,false,0,8,FF,7F,FF,7F,FF,7F,FF,7F
000001359,000001A1,false,0,5,AE,C7,00,00,8A,00,00,00
000001360,00000258,false,0,2,44,44,00,00,00,00,00,00
000001361,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001362,00000432,false,0,8,4C,ED,10,B1,8A,FF,00,FF
000001363,00000349,false,0,5,FE,FF,F4,1A,00,00,00,00
000001364,00000197,false,0,4,8C,06,0E,C0,00,00,00,00
000001365,00000302,false,0,7,FF,FF,FF,7F,FC,FF,FF,00
000001366,00000100,false,0,8,0D,F2,7F,C0,5D,66,87,70
000001367,00000201,false,0,8,EF,50,EF,50,FF,FF,FF,FF
000001368,0000015F,false,0,8,F8,F2,00,7D,00,EE,00,7D
000001369,000002B0,false,0,6,43,4D,05,C8,FF,FF,00,00
000001370,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001371,000000A5,false,0,8,0E,F3,FF,F7,7F,00,00,C1
000001372,000000AC,false,0,2,00,F0,00,00,00,00,00,00
000001373,000000D9,false,0,8,AA,F3,00,10,00,F0,7F,C8
000001374,000000F3,false,0,8,6C,03,00,FF,F0,C0,FF,FF
000001375,00000100,false,0,8,50,F3,7F,C0,5D,66,87,70
000001376,00000206,false,0,8,80,29,5C,FF,FF,FF,FF,FF
000001377,00000163,false,0,8,FF,FF,0E,25,FF,FF,FF,FF
000001378,00000173,false,0,8,DC,F3,00,0E,30,00,DE,10
000001379,000000EF,false,0,8,0F,F2,00,7D,21,FE,7C,FF
000001380,00000199,false,0,6,FF,FF,A5,7E,FF,3F,00,00
000001381,0000019A,false,0,6,FF,FF,63,7E,FF,3F,00,00
000001382,0000019F,false,0,6,FF,FF,02,80,FF,2F,00,00
000001383,000001A1,false,0,5,5B,C9,00,00,8A,00,00,00
000001384,00000254,false,0,8,FF,7F,FF,7F,FF,7F,FF,7F
000001385,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001386,00000258,false,0,2,44,44,00,00,00,00,00,00
000001387,000003D2,false,0,2,F3,FF,00,00,00,00,00,00
000001388,000001FA,false,0,8,41,65,45,F0,4A,4B,49,4A
000001389,000002C5,false,0,7,D2,F0,00,20,06,20,CA,00
000001390,00000100,false,0,8,DE,F4,7F,C0,5D,66,87,70
000001391,0000036F,false,0,5,BC,F3,FE,FF,14,00,00,00
000001392,0000015F,false,0,8,A5,F3,00,7D,00,EE,00,7D
000001393,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001394,00000363,false,0,8,D5,14,09,09,FF,FF,FF,FF
000001395,00000197,false,0,4,03,07,0E,C0,00,00,00,00
000001396,000000A5,false,0,8,80,F4,FF,F7,7F,00,00,C1
000001397,000000AC,false,0,2,00,F0,00,00,00,00,00,00
000001398,000000D9,false,0,8,24,F4,00,10,00,F0,7F,C8
000001399,000000F3,false,0,8,E2,04,00,FF,F0,C0,FF,FF
000001400,00000258,false,0,2,44,44,00,00,00,00,00,00
000001401,000000A9,false,0,8,C0,78,00,90,F1,00,00,FF
000001402,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001403,00000302,false,0,7,FF,FF,FF,7F,FC,FF,FF,00
000001404,00000100,false,0,8,DF,FA,7F,C0,5D,66,87,70
000001405,000001AE,false,0,2,F7,FF,00,00,00,00,00,00
000001406,0000015F,false,0,8,91,F6,00,7D,00,EE,00,7D
000001407,00000112,false,0,8,FA,1F,C6,0E,3A,72,85,5F
000001408,000002A1,false,0,5,80,58,02,00,F0,00,00,00
000001409,00000197,false,0,4,80,0E,0E,C0,00,00,00,00
000001410,000000A5,false,0,8,67,F7,FF,F7,7F,00,00,C1
000001411,000000AC,false,0,2,00,F0,00,00,00,00,00,00
000001412,000000D9,false,0,8,C3,F7,00,10,00,F0,7F,C8
000001413,000000F3,false,0,8,05,07,00,FF,F0,C0,FF,FF
000001414,00000100,false,0,8,82,FB,7F,C0,5D,66,87,70
000001415,000002E8,false,0,8,C0,18,C5,FF,FF,F4,FE,02
000001416,000002BB,false,0,5,D4,F2,00,00,F2,00,00,00
000001417,000007BD,false,0,8,01,2D,55,7F,49,57,57,00
